label,text,text_clean
0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,hi its kate how is your evening? i hope i can see you tomorrow for a bit but i have to bloody babyjontet! txt back if u can. :) xxx
0,"Found it, ENC  &lt;#&gt; , where you at?","found it, enc  &lt;#&gt; , where you at?"
0,I sent you  &lt;#&gt;  bucks,i sent you  &lt;#&gt;  bucks
0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,hello darlin ive finished college now so txt me when u finish if u can love kate xxx
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,your account has been refilled successfully by inr  &lt;decimal&gt; . your keralacircle prepaid account balance is rs  &lt;decimal&gt; . your transaction id is kr &lt;#&gt; .
0,Goodmorning sleeping ga.,goodmorning sleeping ga.
0,U call me alter at 11 ok.,u call me alter at 11 ok.
0,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ü say until like dat i dun buy ericsson oso cannot oredi lar...
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
0,"Aight yo, dats straight dogg","aight yo, dats straight dogg"
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,you please give us connection today itself before  &lt;decimal&gt;  or refund the bill
0,Both :) i shoot big loads so get ready!,both :) i shoot big loads so get ready!
0,"What's up bruv, hope you had a great break. Do have a rewarding semester.","what's up bruv, hope you had a great break. do have a rewarding semester."
0,Home so we can always chat,home so we can always chat
0,K:)k:)good:)study well.,k:)k:)good:)study well.
0,Yup... How ü noe leh...,yup... how ü noe leh...
0,Sounds great! Are you home now?,sounds great! are you home now?
0,Finally the match heading towards draw as your prediction.,finally the match heading towards draw as your prediction.
0,Tired. I haven't slept well the past few nights.,tired. i haven't slept well the past few nights.
0,Easy ah?sen got selected means its good..,easy ah?sen got selected means its good..
0,I have to take exam with march 3,i have to take exam with march 3
0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.
0,Ok no prob. Take ur time.,ok no prob. take ur time.
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,there is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
0,"Sorry, I'll call later","sorry, i'll call later"
0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
0,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate if you call me. just need someone to talk to.
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries"
0,Hey company elama po mudyadhu.,hey company elama po mudyadhu.
0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","life is more strict than teacher... bcoz teacher teaches lesson &amp; then conducts exam, but life first conducts exam &amp; then teaches lessons. happy morning. . ."
0,Dear good morning now only i am up,dear good morning now only i am up
0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.
0,Dear we are going to our rubber place,dear we are going to our rubber place
0,"Sorry battery died, yeah I'm here","sorry battery died, yeah i'm here"
0,Yes:)here tv is always available in work place..,yes:)here tv is always available in work place..
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text & meet someone sexy today. u can find a date or even flirt its up to u. join 4 just 10p. reply with name & age eg sam 25. 18 -msg recd@thirtyeight pence
0,I have printed it oh. So  &lt;#&gt;  come upstairs,i have printed it oh. so  &lt;#&gt;  come upstairs
0,Or ill be a little closer like at the bus stop on the same street,or ill be a little closer like at the bus stop on the same street
0,Where are you?when wil you reach here?,where are you?when wil you reach here?
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!"
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597
0,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing on my laptop case so i cant.
0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel me v avent done sportsx
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.","okay. no no, just shining on. that was meant to be signing, but that sounds better."
0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...","although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched..."
0,U don't remember that old commercial?,u don't remember that old commercial?
0,Too late. I said i have the website. I didn't i have or dont have the slippers,too late. i said i have the website. i didn't i have or dont have the slippers
0,I asked you to call him now ok,i asked you to call him now ok
0,Kallis wont bat in 2nd innings.,kallis wont bat in 2nd innings.
0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16
0,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj and deepak 5min hold
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da."
0,What you doing?how are you?,what you doing?how are you?
0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.","ups which is 3days also, and the shipping company that takes 2wks. the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
0,"I'm back, lemme know when you're ready","i'm back, lemme know when you're ready"
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,don't necessarily expect it to be done before you get back though because i'm just now headin out
0,Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe ... nice jolt to the suzy
0,Where are you lover ? I need you ...,where are you lover ? i need you ...
